"","team","season","avg_to_epa","tot_to_epa","fum_lost_rate","ints","fumbles","sacks","tos","sacks_pct","avg_to_forced_epa","tot_to_forced_epa","fum_lost_rate_forced","ints_forced","fumbles_forced","sacks_forced","tos_forced","sacks_forced_pct","net_tos","net_to_epa_tot","net_to_epa_avg"
"129","DAL",2023,-2.27169393866434,-145.388412074518,0.4,12,10,42,64,0.65625,-2.70202567645869,-199.949900057943,0.642857142857143,17,14,43,74,0.581081081081081,-10,54.5614879834254,0.39537310132917
"130","CIN",2015,-2.3337488942299,-121.354942499955,0.727272727272727,10,11,31,52,0.596153846153846,-2.2815466570198,-175.679092590524,0.583333333333333,22,12,43,77,0.558441558441558,-25,54.3241500905692,0.421117442562552
"131","NYJ",2015,-2.39299993197094,-114.863996734605,0.615384615384615,16,13,20,48,0.416666666666667,-2.68150451082922,-168.934784182241,0.692307692307692,18,13,32,63,0.507936507936508,-15,54.0707874476354,0.487124211239959
"132","BUF",2021,-2.09588173703672,-121.56114074813,0.235294117647059,16,17,25,58,0.431034482758621,-2.33746053819392,-175.309540364544,0.545454545454545,21,11,43,75,0.573333333333333,-17,53.7483996164147,0.404123305386576
"133","PIT",2010,-2.26401249526897,-165.272912154634,0.6,13,15,45,73,0.616438356164384,-2.45796805383929,-218.759156791697,0.545454545454545,21,22,46,89,0.51685393258427,-16,53.4862446370626,0.330162003932485
"134","ATL",2002,-2.32879762538764,-158.35823852636,0.571428571428571,14,21,33,68,0.485294117647059,-2.40338934935225,-211.498262742998,0.619047619047619,26,21,42,88,0.477272727272727,-20,53.1400242166384,0.340641180875887
"135","SEA",2012,-2.05197771601961,-123.118662961177,0.666666666666667,11,12,37,60,0.616666666666667,-2.55381162294228,-176.213001983018,0.5625,21,16,32,69,0.463768115942029,-9,53.094339021841,0.411584023425124
"136","GB",2016,-1.9448736009517,-124.471910460909,0.615384615384615,10,13,41,64,0.640625,-2.64752596005702,-177.38423932382,0.7,19,10,39,67,0.582089552238806,-3,52.9123288629113,0.403910907350468
"137","KC",2020,-2.3892739216376,-109.90660039533,0.666666666666667,10,12,26,46,0.565217391304348,-2.54401883546703,-162.81720546989,0.5,18,12,34,64,0.53125,-18,52.9106050745602,0.48100550067782
"138","CLE",2020,-2.58485614010556,-124.073094725067,0.5625,9,16,23,48,0.479166666666667,-2.68005386806377,-176.883555292209,0.588235294117647,16,17,34,66,0.515151515151515,-18,52.8104605671418,0.463249654097735
"139","PHI",2001,-2.03197817362599,-142.23847215382,0.538461538461538,17,13,40,70,0.571428571428571,-2.32040029705559,-194.91362495267,0.619047619047619,21,21,42,84,0.5,-14,52.6751527988503,0.342046446745781
"140","PHI",2008,-2.98863176356881,-161.386115232716,0.75,20,12,23,54,0.425925925925926,-2.67497428218561,-213.997942574849,0.523809523809524,18,21,41,80,0.5125,-26,52.6118273421331,0.392625577180098
"141","BAL",2020,-1.91768263867003,-120.814006236212,0.357142857142857,13,14,36,63,0.571428571428571,-2.47748715520174,-173.424100864122,0.458333333333333,11,24,36,70,0.514285714285714,-7,52.6100946279095,0.395564621262478
"142","SF",2002,-2.13862974676697,-100.515598098048,0.454545454545455,14,11,22,47,0.468085106382979,-2.25173890447341,-153.118245504192,0.352941176470588,21,17,30,68,0.441176470588235,-21,52.6026474061445,0.457414325270822
"143","BAL",2011,-2.36819864991456,-144.460117644788,0.588235294117647,13,17,31,61,0.508196721311475,-2.52133483722631,-196.664117303652,0.409090909090909,20,22,37,78,0.474358974358974,-17,52.2039996588637,0.375568342869523
"144","GB",2006,-2.53624542915517,-134.421007745224,0.588235294117647,18,17,18,53,0.339622641509434,-2.423630895207,-186.619578930939,0.333333333333333,23,15,39,77,0.506493506493506,-24,52.1985711857151,0.401527470659347
"145","SEA",2018,-1.96635806987659,-129.779632611855,0.333333333333333,7,12,47,66,0.712121212121212,-2.63158050071352,-181.579054549233,0.75,13,16,40,69,0.579710144927536,-3,51.7994219373779,0.383699421758355
"146","NO",2017,-2.95496107838769,-127.063326370671,0.615384615384615,11,13,20,43,0.465116279069767,-2.32040457599503,-178.671152351617,0.25,21,16,41,77,0.532467532467532,-34,51.6078259809466,0.430065216507889
"147","PHI",1999,-2.56345645356084,-197.386146924185,0.681818181818182,18,22,37,77,0.480519480519481,-2.8580287146663,-248.648498175968,0.53125,28,32,28,87,0.32183908045977,-10,51.2623512517835,0.312575312510875
"148","TB",2001,-2.01078212936337,-140.754749055436,0.777777777777778,16,9,45,70,0.642857142857143,-2.39990824630984,-191.992659704787,0.5,29,12,39,80,0.4875,-10,51.2379106493511,0.341586070995674
"149","GB",2021,-2.15692801284336,-114.317184680698,0.416666666666667,7,12,34,53,0.641509433962264,-2.53639995873237,-164.865997317604,0.625,19,8,38,65,0.584615384615385,-12,50.548812636906,0.428379768109373
"150","MIN",2016,-2.40503686634142,-113.036732718047,0.583333333333333,5,12,30,47,0.638297872340426,-2.58937749009907,-163.130781876241,0.571428571428571,14,14,36,63,0.571428571428571,-16,50.0940491581944,0.455400446892677
"151","NE",2002,-2.34280283131421,-119.482944397025,0.666666666666667,14,9,28,51,0.549019607843137,-2.64832690109189,-169.492921669881,0.75,18,16,31,64,0.484375,-13,50.0099772728562,0.434869367590054
"152","LA",2001,-2.40915280031662,-209.596293627546,0.583333333333333,25,24,38,87,0.436781609195402,-2.81308535995108,-258.803853115499,0.736842105263158,28,19,45,92,0.489130434782609,-5,49.2075594879531,0.274902566971805
"153","BUF",2014,-2.36030851881798,-148.699436685533,0.533333333333333,13,15,35,63,0.555555555555556,-2.44274803618886,-197.862590931298,0.571428571428571,19,14,49,81,0.604938271604938,-18,49.1631542457647,0.341410793373366
"154","BUF",2020,-2.41812848574556,-130.57893823026,0.5,12,14,28,54,0.518518518518518,-2.60327527001043,-179.62599363072,0.588235294117647,16,17,36,69,0.521739130434783,-15,49.0470554004597,0.398756547971217
"155","PIT",2021,-2.39382692085301,-131.660480646916,0.666666666666667,11,12,32,55,0.581818181818182,-2.17578607332067,-180.590244085616,0.470588235294118,14,17,52,83,0.626506024096386,-28,48.9297634386998,0.354563503178984
"156","MIN",2003,-2.41051932395453,-156.683756057045,0.526315789473684,13,19,33,65,0.507692307692308,-2.76744349955993,-204.790818967435,0.352941176470588,28,17,30,74,0.405405405405405,-9,48.1070629103901,0.34609397777259
"157","TB",2013,-2.09871522401051,-130.120343888652,0.833333333333333,12,6,44,62,0.709677419354839,-2.6542089886028,-177.832002236388,0.538461538461538,21,13,33,67,0.492537313432836,-5,47.7116583477359,0.369857816649115
"158","NYG",2006,-2.264198587121,-124.530922291655,0.352941176470588,19,17,19,55,0.345454545454545,-2.86737393156129,-172.042435893677,0.529411764705882,17,17,26,60,0.433333333333333,-5,47.5115136020223,0.413143596539324
"159","DET",2022,-2.8293670729355,-101.857214625678,0.666666666666667,7,9,20,36,0.555555555555556,-2.48327118812406,-148.996271287444,0.666666666666667,12,12,36,60,0.6,-24,47.1390566617657,0.491031840226726
"160","GB",2007,-2.40111357989498,-112.852338255064,0.533333333333333,17,15,16,47,0.340425531914894,-2.45991544606404,-159.894503994162,0.416666666666667,19,12,34,65,0.523076923076923,-18,47.0421657390983,0.420019336956235
"161","SEA",2004,-2.12829144141912,-146.852109457919,0.529411764705882,19,17,33,69,0.478260869565217,-2.68654221329235,-193.431039357049,0.578947368421053,24,19,29,72,0.402777777777778,-3,46.5789298991301,0.330347020561206
"162","SF",2003,-2.52938731986459,-134.057527952823,0.615384615384615,15,13,25,53,0.471698113207547,-2.61381319516751,-180.353110466558,0.7,23,10,36,69,0.521739130434783,-16,46.295582513735,0.3794719878175
"163","IND",2003,-2.16998653964872,-115.009286601382,0.588235294117647,14,17,23,53,0.433962264150943,-2.51852727096852,-161.185745341985,0.625,18,24,24,64,0.375,-11,46.1764587406034,0.394670587526524
"164","IND",2009,-2.92908980318552,-131.809041143348,0.5,21,10,15,45,0.333333333333333,-2.82169585685709,-177.766838981996,0.666666666666667,19,15,29,63,0.46031746031746,-18,45.9577978386479,0.425535165172666
"165","NYJ",2010,-2.20476724146283,-123.466965521919,0.466666666666667,15,15,26,56,0.464285714285714,-2.2873062177816,-169.260660115838,0.631578947368421,15,19,40,74,0.540540540540541,-18,45.7936945939195,0.352259189183996
"166","DAL",2007,-2.559424483344,-135.649497617232,0.454545454545455,20,11,23,53,0.433962264150943,-2.44866137536336,-181.200941776888,0.4375,19,16,40,74,0.540540540540541,-21,45.5514441596565,0.358672788658713
"167","WAS",1999,-2.04903565288987,-137.285388743621,0.36,17,25,25,67,0.373134328358209,-2.22478130331425,-182.432066871769,0.588235294117647,27,17,39,82,0.475609756097561,-15,45.1466781281476,0.302997839786225
"168","TB",2010,-2.17536986340164,-97.8916438530738,0.5,5,14,26,45,0.577777777777778,-2.75044311643687,-143.023042054717,0.636363636363636,19,11,22,52,0.423076923076923,-7,45.1313982016436,0.465272146408697
"169","PIT",2019,-2.59593725989228,-166.139984633106,0.476190476190476,19,21,24,64,0.375,-2.57638544615973,-211.263606585098,0.684210526315789,20,19,43,82,0.524390243902439,-18,45.1236219519917,0.309065903780765
"170","GB",2023,-2.19049621947781,-109.52481097389,0.363636363636364,13,11,26,50,0.52,-2.48861181588788,-154.293932585049,0.9,9,10,43,62,0.693548387096774,-12,44.7691216111583,0.399724300099628
"171","PHI",2006,-2.87738907231748,-138.114675471239,0.714285714285714,9,14,25,48,0.520833333333333,-2.37369240161211,-182.774314924133,0.35,20,20,37,77,0.480519480519481,-29,44.6596394528936,0.357277115623149
"172","DEN",2018,-2.39314279723289,-129.229711050576,0.454545454545455,15,11,28,54,0.518518518518518,-2.59306247608114,-173.735185897436,0.692307692307692,17,13,37,67,0.552238805970149,-13,44.5054748468598,0.367813841709585
"173","LA",2020,-3.20822099271933,-166.827491621405,0.727272727272727,14,11,27,52,0.519230769230769,-2.67418519735661,-211.260630591172,0.538461538461538,15,13,51,79,0.645569620253165,-27,44.4331389697668,0.339184266944785
"174","NE",2017,-1.83198618047998,-97.095267565439,0.416666666666667,8,12,33,53,0.622641509433962,-1.96303842152712,-141.338766349952,0.5,13,10,49,72,0.680555555555556,-19,44.2434987845135,0.353947990276108
"175","PIT",2008,-2.2177145256133,-181.852591100291,0.473684210526316,16,19,47,82,0.573170731707317,-2.5673372223409,-225.925675565999,0.6,25,15,49,88,0.556818181818182,-6,44.0730844657089,0.259253438033582
"176","SEA",2023,-2.06437609202932,-103.218804601466,0.5,12,4,34,50,0.68,-2.30044024850057,-147.228175904037,0.666666666666667,11,12,41,64,0.640625,-14,44.0093713025709,0.386047116689219
"177","DET",1999,-1.6653635971897,-153.213450941453,0.2,16,15,61,92,0.66304347826087,-2.37275488749601,-196.938655662169,0.608695652173913,18,23,42,83,0.506024096385542,9,43.7252047207162,0.249858312689807
"178","SF",2009,-2.31295628139456,-136.464420602279,0.6,14,10,36,59,0.610169491525424,-2.46613918863673,-180.028160770481,0.7,18,20,36,73,0.493150684931507,-14,43.5637401682022,0.330028334607592
"179","IND",2023,-2.29064557869601,-130.566797985673,0.615384615384615,10,13,34,57,0.596491228070175,-2.38405054348232,-174.03568967421,0.5625,15,16,42,73,0.575342465753425,-16,43.4688916885368,0.334376089911822
"180","PIT",2000,-1.95525646985849,-117.315388191509,0.6,10,10,40,60,0.666666666666667,-2.50196661609033,-160.125863429781,0.875,17,16,31,64,0.484375,-4,42.8104752382717,0.345245768050578
"181","NE",2015,-2.19808208112446,-125.290678624094,0.363636363636364,9,11,37,57,0.649122807017544,-2.20767465287189,-167.783273618263,0.428571428571429,12,21,43,76,0.565789473684211,-19,42.4925949941689,0.319493195444879
"182","CLE",2014,-2.5616314459197,-128.081572295985,0.833333333333333,16,6,29,50,0.58,-2.93961505052937,-170.497672930704,0.545454545454545,21,11,26,58,0.448275862068966,-8,42.4161006347186,0.39274167254369
"183","DEN",2014,-2.88537987264029,-121.185954650892,0.454545454545455,15,11,16,42,0.380952380952381,-2.24045994661006,-163.553576102534,0.333333333333333,20,15,38,73,0.520547945205479,-31,42.3676214516418,0.368414099579494
"184","CLE",2001,-2.0277069450648,-164.244262550249,0.5,21,14,47,81,0.580246913580247,-2.32057478917685,-206.531156236739,0.368421052631579,33,19,37,89,0.415730337078652,-8,42.2868936864906,0.248746433449945
"185","PIT",2017,-2.58410398828277,-124.036991437573,0.555555555555556,16,9,23,48,0.479166666666667,-2.1010951455628,-165.986516499461,0.454545454545455,16,11,52,79,0.658227848101266,-31,41.9495250618879,0.330311220959747
"186","LAC",2009,-2.20264996641362,-99.1192484886127,0.461538461538462,12,13,21,45,0.466666666666667,-2.39037286448125,-141.031999004394,0.533333333333333,15,15,29,59,0.491525423728814,-14,41.9127505157809,0.403007216497893
"187","NYG",2008,-2.28572515430244,-109.714807406517,0.25,12,12,24,48,0.5,-2.26219206738153,-151.566868514562,0.230769230769231,19,13,35,67,0.522388059701492,-19,41.8520611080453,0.363930966156915
"188","BAL",2003,-2.36435649016033,-182.055449742346,0.619047619047619,21,21,35,77,0.454545454545455,-2.69754612544094,-223.896328411598,0.523809523809524,27,21,35,83,0.421686746987952,-6,41.8408786692523,0.261505491682827
"189","TEN",2020,-2.43343007421136,-97.3372029684542,0.5,8,10,22,40,0.55,-2.72586692335436,-139.019213091072,0.636363636363636,16,11,24,51,0.470588235294118,-11,41.682010122618,0.458044067281517
"190","PIT",2024,-2.11583244303478,-141.76077368333,0.692307692307692,6,13,48,67,0.716417910447761,-2.69638738280453,-183.354342030708,0.611111111111111,17,18,33,68,0.485294117647059,-1,41.5935683473778,0.308100506276872
"191","NE",2001,-2.09908552213785,-172.125012815303,0.5,16,22,44,82,0.536585365853659,-2.57318315760439,-213.574202081165,0.625,27,16,42,83,0.506024096385542,-1,41.4491892658612,0.251207207671886
"192","DEN",2016,-2.30712342378269,-143.041652274527,0.6875,11,16,35,62,0.564516129032258,-2.78830963639384,-184.028436001994,0.666666666666667,14,15,37,66,0.560606060606061,-4,40.9867837274668,0.320209247870835
"193","GB",2012,-1.82867097442089,-129.835639183884,0.5,9,12,50,71,0.704225352112676,-2.27158845078239,-170.36913380868,0.444444444444444,20,9,46,75,0.613333333333333,-4,40.533494624796,0.277626675512302
"194","LA",2024,-2.42401438358474,-130.896776713576,0.583333333333333,9,12,33,54,0.611111111111111,-2.41346601968642,-171.356087397736,0.5,14,12,45,71,0.633802816901408,-17,40.4593106841597,0.323674485473277
"195","MIA",2023,-2.67879612471324,-152.691379108655,0.666666666666667,16,9,32,57,0.56140350877193,-2.37508284200911,-192.381710202738,0.588235294117647,15,17,49,81,0.604938271604938,-24,39.6903310940831,0.28761109488466
"196","DAL",2013,-2.37821531107333,-135.55827273118,0.5,12,12,33,57,0.578947368421053,-3.06920382011723,-174.944617746682,0.769230769230769,15,13,29,57,0.508771929824561,0,39.3863450155023,0.34549425452195
"197","ATL",2011,-2.81911875636052,-132.498581548944,0.7,13,10,24,47,0.51063829787234,-2.85976444568153,-171.585866740892,0.666666666666667,18,12,30,60,0.5,-13,39.0872851919472,0.365301730765862
"198","DEN",2012,-3.03740817106334,-142.758184039977,0.785714285714286,13,14,20,47,0.425531914893617,-2.39023645993987,-181.65797095543,0.388888888888889,16,18,42,76,0.552631578947368,-29,38.8997869154533,0.316258430206938
"199","MIN",2009,-2.40419063474598,-134.634675545775,0.727272727272727,9,11,36,56,0.642857142857143,-2.19470201954971,-173.381459544427,0.541666666666667,12,24,44,79,0.556962025316456,-23,38.7467839986521,0.287013214804831
"200","ATL",2004,-2.34737113431784,-183.094948476791,0.6,17,20,41,78,0.525641025641026,-2.60889103215253,-221.755737732965,0.65,20,20,45,85,0.529411764705882,-7,38.6607892561734,0.237182756172843
"201","NO",2023,-2.36777116060001,-120.7563291906,0.4,11,10,30,51,0.588235294117647,-2.79413617298942,-159.265761860397,0.888888888888889,18,9,31,57,0.543859649122807,-6,38.5094326697964,0.356568821016634
"202","HOU",2011,-2.49992731105016,-142.495856729859,0.6875,12,16,29,57,0.508771929824561,-2.31702704818305,-180.728109758278,0.636363636363636,20,11,47,78,0.602564102564103,-21,38.2322530284185,0.283201874284582
"203","GB",2002,-2.81944064362,-160.70811668634,0.6875,18,16,25,57,0.43859649122807,-2.58354191711553,-198.932727617896,0.608695652173913,24,23,30,77,0.38961038961039,-20,38.2246109315554,0.285258290533995
"204","PHI",2019,-1.91583400266799,-116.865874162747,0.5,8,18,35,61,0.573770491803279,-2.42119292554435,-154.956347234838,0.4375,11,16,37,64,0.578125,-3,38.0904730720911,0.304723784576728
"205","CHI",2006,-3.19157379251067,-194.686001343151,0.692307692307692,25,13,23,61,0.377049180327869,-2.64145434895074,-232.447982707665,0.703703703703704,26,27,35,88,0.397727272727273,-27,37.7619813645144,0.253436116540365
"206","PIT",2015,-2.33989551042458,-168.47247675057,0.583333333333333,22,12,38,72,0.527777777777778,-2.48433441096443,-206.199756110047,0.666666666666667,18,18,47,83,0.566265060240964,-11,37.7272793594773,0.243401802319209
"207","DEN",2013,-2.8881146119796,-132.853272151062,0.647058823529412,13,17,16,46,0.347826086956522,-2.30481343638591,-170.556194292557,0.642857142857143,17,14,43,74,0.581081081081081,-28,37.7029221414959,0.3141910178458
"208","ARI",2021,-2.50259320887359,-150.155592532415,0.375,13,8,39,60,0.65,-2.88936486644947,-187.808716319216,0.65,13,20,32,65,0.492307692307692,-5,37.6531237868001,0.301224990294401
"209","MIA",2021,-2.59209082554617,-150.341267881678,0.461538461538462,14,13,31,58,0.53448275862069,-2.57398901540103,-187.901198124275,0.642857142857143,14,14,45,73,0.616438356164384,-15,37.5599302425972,0.28671702475265
"210","PHI",2013,-2.27837826458386,-141.259452404199,0.8,9,10,43,62,0.693548387096774,-2.62521207871851,-178.514421352859,0.727272727272727,21,11,36,68,0.529411764705882,-6,37.254968948659,0.286576684220454
"211","LAC",2022,-2.29989691572555,-140.293711859258,0.571428571428571,10,14,38,61,0.622950819672131,-2.56754991396223,-177.160944063394,0.461538461538462,18,13,38,69,0.550724637681159,-8,36.8672322041357,0.283594093877967
"212","JAX",2005,-2.11907495674496,-118.668197577718,0.55,7,20,29,56,0.517857142857143,-2.0401239511397,-155.049420286617,0.333333333333333,20,15,41,76,0.539473684210526,-20,36.3812227088998,0.275615323552271
"213","TEN",2009,-2.90209929604316,-118.98607113777,0.846153846153846,15,13,13,41,0.317073170731707,-2.58646028386794,-155.187617032076,0.357142857142857,20,14,26,60,0.433333333333333,-19,36.2015458943069,0.358431147468385
"214","NO",2021,-2.65848433010072,-143.558153825439,0.666666666666667,13,6,35,54,0.648148148148148,-2.53127953218625,-179.720846785224,0.583333333333333,18,12,41,71,0.577464788732394,-17,36.1626929597849,0.289301543678279
"215","KC",2010,-1.91512152022497,-107.246805132598,0.666666666666667,11,12,34,56,0.607142857142857,-2.20594204472919,-143.386232907397,0.5,14,16,35,65,0.538461538461538,-9,36.1394277747988,0.298672956816519
"216","LV",2001,-2.01059547244133,-92.4873917323012,0.529411764705882,9,17,20,46,0.434782608695652,-1.9186368032925,-128.548665820597,0.4,18,10,40,67,0.597014925373134,-21,36.0612740882963,0.319126319365454
"217","BAL",2012,-2.48490505921396,-151.579208612052,0.636363636363636,11,11,39,61,0.639344262295082,-2.60589904166701,-187.624731000025,0.818181818181818,19,11,42,72,0.583333333333333,-11,36.0455223879733,0.271018965323108
"218","ARI",2008,-2.933105392916,-175.98632357496,0.65,18,20,22,60,0.366666666666667,-2.8628844158106,-211.853446769984,0.653846153846154,22,26,29,74,0.391891891891892,-14,35.8671231950247,0.267665098470333
"219","LAC",2018,-2.27338756387962,-129.583091141138,0.75,13,8,36,57,0.631578947368421,-2.57665069257199,-164.905644324608,1.14285714285714,14,7,43,64,0.671875,-7,35.3225531834695,0.291921927136112
"220","LA",2021,-2.8089786085779,-182.583609557564,0.777777777777778,21,9,35,65,0.538461538461538,-2.36731876230179,-217.793326131765,0.4,23,15,54,92,0.58695652173913,-27,35.2097165742013,0.224265710663702
"221","DAL",1999,-2.71714416472008,-135.857208236004,0.625,14,16,20,50,0.4,-2.45106025257803,-169.123157427884,0.454545454545455,24,11,34,69,0.492753623188406,-19,33.2659491918799,0.279545791528402
"222","JAX",2022,-2.47141995142763,-128.513837474237,0.75,14,12,26,52,0.5,-2.60105445586723,-161.265376263768,0.6875,14,16,32,62,0.516129032258065,-10,32.7515387895316,0.287294199908172
"223","TEN",2002,-2.50491785472688,-122.740974881617,0.769230769230769,17,13,20,49,0.408163265306122,-2.25207775365243,-155.393365002018,0.583333333333333,19,12,38,69,0.550724637681159,-20,32.6523901204005,0.276715170511868
"224","BUF",2000,-1.68699049262985,-116.40234399146,0.545454545454545,9,11,49,69,0.710144927536232,-2.52625823508301,-149.049235869898,0.642857142857143,15,14,30,59,0.508474576271186,10,32.6468918784375,0.255053842800293
"225","MIN",2004,-1.95348955653037,-140.651248070186,0.3,14,10,48,72,0.666666666666667,-2.50739966132588,-173.010576631485,0.6,15,20,34,69,0.492753623188406,3,32.359328561299,0.229498784122688
"226","ARI",2024,-1.99750996990602,-103.870518435113,0.4,11,15,27,52,0.519230769230769,-2.27019500326654,-136.211700195993,0.4375,9,16,35,60,0.583333333333333,-8,32.3411817608798,0.288760551436427
"227","LA",2006,-2.09836336040863,-136.393618426561,0.636363636363636,8,11,46,65,0.707692307692308,-2.72080835909816,-168.690118264086,0.647058823529412,17,17,28,62,0.451612903225806,3,32.2964998375246,0.254303148326965
"228","GB",2015,-2.24519422028537,-157.163595419976,0.5,9,20,41,70,0.585714285714286,-2.45397645428774,-188.956186980156,0.4,18,15,45,77,0.584415584415584,-7,31.7925915601798,0.216276133062448
"229","BUF",2013,-2.38904003979298,-181.567043024266,0.55,15,20,41,76,0.539473684210526,-2.4487568062616,-213.041842144759,0.416666666666667,23,12,52,87,0.597701149425287,-11,31.474799120493,0.193096927119589
"230","NYG",2000,-2.1920730511523,-144.676821376052,0.526315789473684,19,19,28,66,0.424242424242424,-2.04803872178207,-176.131330073258,0.888888888888889,24,9,53,86,0.616279069767442,-20,31.4545086972066,0.206937557218465
"231","IND",2018,-3.55183030921068,-159.832363914481,0.75,16,12,17,45,0.377777777777778,-2.61954138314455,-191.226520969552,0.647058823529412,16,17,41,73,0.561643835616438,-28,31.3941570550716,0.26605217843281
"232","ATL",2017,-2.35547887955131,-115.418465098014,0.375,12,8,29,49,0.591836734693878,-2.61655558560004,-146.527112793602,0.615384615384615,8,13,36,56,0.642857142857143,-7,31.1086476955882,0.296272835196078
"233","LV",2016,-2.6991046737494,-99.866872928728,0.6,10,10,17,37,0.459459459459459,-2.47014101023399,-130.917473542401,0.578947368421053,16,19,18,53,0.339622641509434,-16,31.0506006136733,0.345006673485259
"234","MIA",2005,-2.42611324820181,-123.731775658292,0.75,16,16,20,51,0.392156862745098,-2.1491720304966,-154.740386195755,0.578947368421053,14,19,39,72,0.541666666666667,-21,31.0086105374627,0.252102524694819
"235","TEN",2010,-2.35513266480689,-117.756633240345,0.714285714285714,15,14,21,50,0.42,-2.25284932131515,-148.6880552068,0.428571428571429,17,14,35,66,0.53030303030303,-16,30.931421966455,0.266650189365992
"236","CAR",2003,-2.47982686021609,-161.188745914046,0.565217391304348,17,23,26,65,0.4,-2.31336698159715,-192.009459472563,0.615384615384615,25,13,45,83,0.542168674698795,-18,30.8207135585177,0.208248064584579
"237","DET",2017,-2.75081161267977,-170.550319986146,0.692307692307692,11,13,39,62,0.629032258064516,-3.14021208806935,-200.973573636438,0.769230769230769,19,13,32,64,0.5,-2,30.4232536502925,0.24145439404994
"238","LA",2012,-2.46782862571327,-140.666231665656,0.416666666666667,14,12,31,57,0.543859649122807,-2.34345839448755,-171.072462797591,0.2,17,10,46,73,0.63013698630137,-16,30.4062311319348,0.233894085630267
"239","NYG",2010,-3.15691234798018,-164.15944209497,0.764705882352941,25,17,11,52,0.211538461538462,-2.66362640502027,-194.44472756648,0.633333333333333,16,30,27,73,0.36986301369863,-21,30.2852854715103,0.242282283772083
"240","PIT",2016,-2.94849525262326,-141.527772125916,0.5,19,10,20,48,0.416666666666667,-2.51994916436079,-171.356543176533,0.5,15,16,37,68,0.544117647058823,-20,29.8287710506171,0.257144578022561
"241","CAR",2012,-2.02291691481961,-115.306264144718,0.285714285714286,12,14,31,57,0.543859649122807,-2.50181718586276,-145.10539678004,0.666666666666667,11,15,32,58,0.551724137931034,-1,29.7991326353222,0.259122892481062
"242","NO",2002,-2.61390700518169,-159.448327316083,0.785714285714286,15,14,32,61,0.524590163934426,-2.66508094249086,-189.220746916851,0.75,20,20,31,71,0.436619718309859,-10,29.7724196007679,0.225548633339151
"243","IND",2000,-2.49849093926844,-112.43209226708,0.769230769230769,15,13,17,45,0.377777777777778,-2.12047833680264,-142.072048565777,0.5,17,10,40,67,0.597014925373134,-22,29.6399562986969,0.264642466952651
"244","DET",2023,-2.647521423395,-161.498806827095,0.588235294117647,12,17,33,61,0.540983606557377,-2.58230862932193,-191.090838569823,0.416666666666667,19,12,43,74,0.581081081081081,-13,29.5920317427279,0.219200235131318
"245","ARI",2014,-2.59909477878472,-142.95021283316,0.454545454545455,14,11,30,55,0.545454545454545,-2.82107481884203,-172.085563949364,0.75,19,8,34,61,0.557377049180328,-6,29.135351116204,0.251166819967276
"246","DET",2003,-3.05549156026771,-128.330645531244,0.285714285714286,24,7,11,42,0.261904761904762,-2.80478199925294,-157.067791958165,0.555555555555556,15,18,24,56,0.428571428571429,-14,28.7371464269211,0.293236188029807
"247","CIN",2011,-2.34840616091254,-124.465526528364,0.454545454545455,17,11,26,53,0.490566037735849,-2.21641551916239,-152.932670822205,0.6875,10,16,43,69,0.623188405797101,-16,28.4671442938406,0.233337248310169
"248","DET",2010,-2.75974776018695,-143.506883529721,0.615384615384615,16,13,23,52,0.442307692307692,-2.45648903090411,-171.954232163287,0.625,14,16,40,70,0.571428571428571,-18,28.447348633566,0.233174988799721
"249","GB",2022,-2.43226244325123,-128.909909492315,0.461538461538462,12,13,28,53,0.528301886792453,-2.75779575956864,-157.194358295413,0.636363636363636,17,11,29,57,0.508771929824561,-4,28.2844488030974,0.257131352755431
"250","NE",2013,-2.3408854740807,-152.157555815245,0.5,11,16,38,65,0.584615384615385,-2.27938657204226,-180.071539191339,0.636363636363636,21,11,47,79,0.594936708860759,-14,27.9139833760934,0.193847106778426
"251","TB",2023,-2.08071911347121,-141.488899716042,0.538461538461538,12,13,43,68,0.632352941176471,-2.22079133615428,-168.780141547725,0.578947368421053,13,19,44,76,0.578947368421053,-8,27.291241831683,0.189522512720021
"252","ARI",2015,-2.84857483929303,-179.460214875461,0.611111111111111,19,18,26,63,0.412698412698413,-2.90826671820508,-206.486936992561,0.578947368421053,21,19,31,71,0.436619718309859,-8,27.0267221171003,0.201691956097763
"253","DEN",2009,-2.558551859213,-138.161800397502,0.818181818181818,13,11,30,54,0.555555555555556,-2.53951868718409,-165.068714666966,0.611111111111111,17,18,30,65,0.461538461538462,-11,26.9069142694643,0.226108523272809
"254","PIT",2022,-1.98245891339642,-113.000158063596,0.333333333333333,14,6,37,57,0.649122807017544,-2.18580173023711,-139.891310735175,0.222222222222222,20,9,35,64,0.546875,-7,26.8911526715792,0.222240931170076
"255","CIN",2007,-3.01859662897983,-138.855444933072,0.5,20,12,14,46,0.304347826086957,-3.24809741400939,-165.652968114479,0.923076923076923,19,13,19,51,0.372549019607843,-5,26.7975231814069,0.276263125581515
"256","MIA",2000,-2.21169700408323,-134.913517249077,0.7,22,10,31,61,0.508196721311475,-2.07163503420036,-161.587532667628,0.5625,27,16,35,78,0.448717948717949,-17,26.6740154185509,0.191899391500366
"257","MIN",2017,-2.6609792985135,-127.727006328648,0.6,11,10,28,48,0.583333333333333,-2.65723355118331,-154.119545968632,0.5,16,6,36,58,0.620689655172414,-10,26.392539639984,0.248986223018717
